序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
4403,002942,新农股份,14.29,-0.14,-0.02,13785.0,19739011.8,3.21,14.59,14.13,14.31,14.31,0.56,1.0,22.47,1.9,2229240000.0,1971060041.0,0.0,0.49,21.62,-26.53,农药兽药
4404,300732,设研院,7.06,-0.14,-0.01,56545.0,39946944.49,3.39,7.19,6.95,7.13,7.07,0.74,1.75,-11.57,0.87,2289648495.0,2285691527.0,-0.14,-0.14,9.46,-18.19,工程咨询服务
4405,002681,奋达科技,7.0,-0.14,-0.01,1531504.0,1069990008.76,4.71,7.18,6.85,7.01,7.01,0.69,10.34,61.88,5.12,12637841132.0,10363040968.0,0.0,0.29,79.95,41.41,消费电子
4406,600787,中储股份,6.85,-0.15,-0.01,396374.0,271891999.0,3.21,6.98,6.76,6.88,6.86,0.64,1.83,29.04,1.09,14898425173.0,14865045137.0,0.15,0.15,49.24,37.83,物流行业
4407,002297,博云新材,6.85,-0.15,-0.01,82530.0,56545391.0,3.21,6.97,6.75,6.86,6.86,0.52,1.44,-174.8,1.87,3925768010.0,3925768010.0,0.29,0.29,14.36,-14.05,航天航空
4408,300522,世名科技,13.58,-0.15,-0.02,77635.0,104324735.08,3.68,13.67,13.17,13.46,13.6,0.45,3.18,91.32,5.35,4378891465.0,3312161362.0,0.0,0.3,34.86,0.97,化学制品
4409,832471,美邦科技,13.28,-0.15,-0.02,13919.0,18474032.81,3.98,13.6,13.07,13.4,13.3,0.86,2.62,46.71,1.98,1104896000.0,704246461.0,0.0,0.0,45.45,9.03,化学原料
4410,603051,鹿山新材,26.03,-0.15,-0.04,13503.0,35154847.0,2.61,26.38,25.7,26.07,26.07,0.73,2.21,65.77,1.77,2723336195.0,1592798763.0,0.12,0.19,1.68,-25.05,塑料制品
4411,300598,诚迈科技,51.33,-0.16,-0.08,52282.0,266957117.8,3.07,51.98,50.4,51.65,51.41,0.85,2.41,-101.56,7.06,11137672766.0,11134553647.0,-0.04,0.02,48.74,55.88,软件开发
4412,603028,赛福天,6.31,-0.16,-0.01,58304.0,36823696.0,3.32,6.42,6.21,6.38,6.32,0.63,2.03,-49.09,2.72,1811222400.0,1811222400.0,0.0,0.16,4.47,-43.26,通用设备
4413,603326,我乐家居,6.3,-0.16,-0.01,90626.0,56757200.0,3.65,6.39,6.16,6.32,6.31,0.59,2.84,18.94,1.73,2033883684.0,2009959434.0,0.32,0.16,14.34,-31.22,装修建材
4414,300427,红相股份,6.25,-0.16,-0.01,149112.0,92553641.07,4.47,6.38,6.1,6.26,6.26,0.89,3.01,-45.89,2.21,3187833113.0,3092543313.0,0.32,0.16,38.89,-6.72,电网设备
4415,300223,北京君正,74.66,-0.16,-0.12,180791.0,1331622923.62,4.53,75.49,72.1,75.0,74.78,0.69,4.31,88.58,3.02,35954009555.0,31326634121.0,-0.03,0.11,63.73,15.84,半导体
4416,603081,大丰实业,12.35,-0.16,-0.02,100629.0,124077023.0,3.07,12.5,12.12,12.27,12.37,0.43,2.48,72.01,1.84,5051662525.0,5012974915.0,0.08,0.24,37.22,-8.99,专用设备
4417,300639,凯普生物,6.11,-0.16,-0.01,54891.0,33514982.23,2.29,6.19,6.05,6.12,6.12,0.57,0.86,-11.31,0.88,3950119118.0,3880854307.0,0.0,0.16,16.6,-34.16,医疗器械
4418,600150,中国船舶,36.12,-0.17,-0.06,330315.0,1189597227.0,1.19,36.24,35.81,36.08,36.18,0.5,0.74,53.36,3.26,161544126739.0,161544126739.0,0.03,0.11,3.08,23.53,船舶制造
4419,603809,豪能股份,11.88,-0.17,-0.02,236174.0,280598203.0,6.81,12.33,11.52,12.1,11.9,0.89,3.68,23.48,2.69,7617461976.0,7617461976.0,-0.25,-0.08,63.86,50.95,汽车零部件
4420,601069,西部黄金,11.87,-0.17,-0.02,69421.0,82100643.0,1.68,11.93,11.73,11.81,11.89,0.98,1.01,63.51,2.41,10892878645.0,8118994061.0,-0.08,0.0,4.4,-1.58,贵金属
4421,300468,四方精创,17.61,-0.17,-0.03,296384.0,518505547.54,4.42,17.89,17.11,17.8,17.64,0.45,5.6,133.44,5.77,9344733733.0,9313070706.0,0.0,0.0,82.11,63.21,软件开发
4422,300281,金明精机,5.85,-0.17,-0.01,105847.0,62199173.4,6.14,6.1,5.74,5.95,5.86,0.77,2.66,128.28,1.94,2450702943.0,2324356585.0,-0.17,-0.17,30.29,-1.35,专用设备
4423,300521,爱司凯,23.38,-0.17,-0.04,81900.0,187642391.72,6.75,23.66,22.08,23.26,23.42,0.7,5.69,-262.87,6.91,3366720000.0,3366697906.0,0.09,0.13,124.16,68.81,专用设备
4424,603869,ST智知,5.7,-0.18,-0.01,11991.0,6840543.0,2.28,5.76,5.63,5.73,5.71,0.88,0.24,109.41,0.77,2875652896.0,2875652896.0,-0.18,-0.18,22.58,-39.62,互联网服务
4425,000014,沙河股份,11.4,-0.18,-0.02,61951.0,70515109.0,4.03,11.66,11.2,11.43,11.42,0.7,2.56,44.14,1.67,2759326954.0,2759326954.0,-0.09,-0.09,22.19,5.65,房地产开发
4426,301289,国缆检测,51.24,-0.18,-0.09,20883.0,106272228.6,3.18,51.74,50.11,50.38,51.33,0.94,8.24,55.49,4.17,3996720000.0,1298928927.0,0.0,0.2,39.13,-6.51,专业服务
4427,002235,安妮股份,5.69,-0.18,-0.01,785430.0,449174418.45,9.12,6.03,5.51,5.85,5.7,0.54,14.19,100.19,4.41,3297766296.0,3149860538.0,0.0,0.0,28.73,-24.64,造纸印刷
4428,688681,科汇股份,11.37,-0.18,-0.02,23481.0,26878218.0,5.09,11.78,11.2,11.5,11.39,1.02,2.24,57.6,2.13,1190097900.0,1190097900.0,0.0,-0.09,24.53,-25.69,电网设备
4429,601156,东航物流,16.81,-0.18,-0.03,133489.0,224481729.0,2.26,17.06,16.68,16.88,16.84,1.12,1.41,9.68,1.52,26686808896.0,15878651296.0,0.12,0.06,9.65,16.82,物流行业
4430,300883,龙利得,5.59,-0.18,-0.01,124095.0,68838117.0,4.29,5.69,5.45,5.59,5.6,0.8,3.78,280.42,1.36,1934140000.0,1832764512.0,0.0,0.36,35.68,-23.84,造纸印刷
4431,601360,三六零,11.14,-0.18,-0.02,1341757.0,1487479124.0,2.96,11.27,10.94,11.16,11.16,0.69,1.92,-101.02,2.55,77975074772.0,77975074772.0,0.09,0.27,53.23,25.03,软件开发
4432,300995,奇德新材,16.64,-0.18,-0.03,17132.0,28622856.0,4.86,17.13,16.32,16.67,16.67,0.87,2.86,188.4,2.24,1400422400.0,996815556.0,0.24,0.36,25.49,-21.32,塑料制品
4433,601216,君正集团,5.51,-0.18,-0.01,1822410.0,1004294834.0,3.26,5.62,5.44,5.6,5.52,0.34,2.16,15.57,1.76,46493475819.0,46493475819.0,-0.18,0.0,43.86,61.11,化学原料
4434,300291,百纳千成,5.5,-0.18,-0.01,349731.0,190046920.93,4.54,5.58,5.33,5.55,5.51,0.59,3.76,-71.84,1.48,5180393081.0,5109382955.0,0.18,0.0,32.53,-14.6,文化传媒
4435,301033,迈普医学,43.89,-0.18,-0.08,4059.0,17764694.03,2.66,44.49,43.32,43.68,43.97,0.7,0.72,41.47,4.34,2919537827.0,2460410023.0,0.14,0.18,12.02,1.74,医疗服务
4436,002059,云南旅游,5.47,-0.18,-0.01,167438.0,90987868.28,3.28,5.53,5.35,5.47,5.48,0.64,1.77,30.44,3.47,5538018427.0,5162919949.0,0.0,0.18,12.78,-2.15,旅游酒店
4437,603826,坤彩科技,21.78,-0.18,-0.04,36026.0,78140884.0,3.07,22.12,21.45,22.12,21.82,0.73,0.55,177.23,7.5,14270256000.0,14270256000.0,-0.05,-0.09,-20.57,-48.25,非金属材料
4438,301217,铜冠铜箔,10.53,-0.19,-0.02,37208.0,39393259.05,3.13,10.78,10.45,10.6,10.55,0.76,1.62,-65.23,1.61,8729533678.0,2411533678.0,-0.09,0.0,16.35,-10.76,电子元件
4439,002709,天赐材料,21.06,-0.19,-0.04,292620.0,615231413.32,3.79,21.5,20.7,21.1,21.1,1.2,2.11,89.59,3.12,40410452710.0,29168454440.0,0.05,0.24,47.89,-15.01,化学制品
4440,300172,中电环保,5.26,-0.19,-0.01,149433.0,78650369.5,2.66,5.34,5.2,5.27,5.27,0.74,2.85,31.58,1.88,3559494600.0,2753675156.0,0.0,0.38,16.63,-1.5,环保行业
4441,300034,钢研高纳,15.68,-0.19,-0.03,87833.0,137825253.22,2.36,15.91,15.54,15.76,15.71,1.05,1.15,38.81,3.47,12154159340.0,12016475925.0,0.0,0.06,15.63,-22.49,有色金属
4442,600841,动力新科,5.21,-0.19,-0.01,100214.0,52202371.0,3.64,5.32,5.13,5.22,5.22,0.64,1.09,-4.29,1.7,7230551495.0,4793950855.0,0.0,0.19,33.93,-11.84,汽车整车
4443,002304,洋河股份,83.24,-0.19,-0.16,59111.0,491762750.09,0.88,83.56,82.83,83.41,83.4,1.09,0.39,10.96,2.34,125396487960.0,125085311368.0,-0.04,-0.04,8.1,-20.9,酿酒行业
4444,301061,匠心家居,61.89,-0.19,-0.12,17113.0,104711567.87,6.77,63.76,59.56,61.5,62.01,1.44,4.02,18.03,3.14,10358567239.0,2634695239.0,0.0,0.65,26.75,65.57,家电行业
4445,603700,宁水集团,10.21,-0.2,-0.02,21756.0,22178506.0,3.71,10.41,10.03,10.35,10.23,0.77,1.07,44.23,1.31,2075100820.0,2075100820.0,0.1,0.1,9.08,-26.91,仪器仪表
4446,002012,凯恩股份,5.1,-0.2,-0.01,121741.0,62373385.0,5.28,5.3,5.03,5.19,5.11,0.95,2.61,97.71,1.55,2384889897.0,2379341969.0,0.0,0.0,36.0,-8.44,造纸印刷
4447,002650,ST加加,5.0,-0.2,-0.01,62168.0,31116360.0,3.19,5.11,4.95,5.1,5.01,0.58,0.54,-63.86,2.85,5760001000.0,5759813500.0,0.0,0.0,130.41,22.55,食品饮料
4448,605020,永和股份,19.84,-0.2,-0.04,85787.0,169906125.0,3.62,20.13,19.41,19.56,19.88,1.34,2.27,38.52,2.95,7521766036.0,7506446739.0,0.51,0.1,28.58,-20.19,化学制品
4449,600258,首旅酒店,14.76,-0.2,-0.03,112432.0,165356838.0,1.89,14.86,14.58,14.79,14.79,0.91,1.01,17.09,1.42,16481062140.0,16481062140.0,-0.07,0.0,24.03,-4.16,旅游酒店
4450,300877,金春股份,14.51,-0.21,-0.03,13097.0,19008050.05,4.68,14.96,14.28,14.6,14.54,0.68,1.09,103.39,1.11,1741200000.0,1741184765.0,0.21,0.07,35.1,-15.74,纺织服装
4451,600869,远东股份,4.82,-0.21,-0.01,348202.0,168409766.0,4.76,4.98,4.75,4.8,4.83,1.24,1.57,-80.8,2.39,10697280236.0,10697280236.0,-0.21,0.0,33.15,11.57,电网设备
4452,301159,三维天地,33.59,-0.21,-0.07,15710.0,52478824.8,4.81,34.3,32.68,34.13,33.66,0.72,5.03,-17.49,3.52,2598186500.0,1048503889.0,0.03,-0.12,19.58,-26.22,软件开发
4453,688549,中巨芯-U,9.56,-0.21,-0.02,204051.0,193875588.0,4.7,9.73,9.28,9.58,9.58,0.79,3.53,356.22,4.63,14122758560.0,5523156055.0,-0.1,0.0,81.75,14.22,电子化学品
4454,002183,怡 亚 通,4.78,-0.21,-0.01,291534.0,139118143.46,2.3,4.83,4.72,4.79,4.79,0.7,1.12,151.96,1.39,12413703455.0,12413631755.0,-0.21,-0.21,41.84,6.94,贸易行业
4455,002315,焦点科技,42.99,-0.21,-0.09,142148.0,606406537.66,5.06,44.02,41.84,43.04,43.08,0.76,7.03,28.59,5.67,13637970008.0,8688412957.0,0.02,0.05,72.1,36.13,互联网服务
4456,002095,生 意 宝,18.94,-0.21,-0.04,96474.0,182116836.07,3.74,19.35,18.64,19.0,18.98,0.63,3.83,-241.52,5.27,4786516800.0,4767357380.0,0.16,0.26,44.36,-6.33,互联网服务
4457,688185,康希诺,61.23,-0.21,-0.13,11238.0,68906165.0,2.12,62.0,60.7,61.12,61.36,0.87,0.98,-51.09,2.99,15151357316.0,7027918109.0,0.07,0.13,48.83,-17.83,生物制品
4458,300812,易天股份,23.48,-0.21,-0.05,32357.0,75872846.0,4.76,24.07,22.95,23.69,23.53,0.76,3.57,-177.04,3.78,3291121841.0,2129950914.0,0.0,0.09,32.21,-43.49,消费电子
4459,300720,海川智能,18.74,-0.21,-0.04,32149.0,59596432.2,4.47,19.04,18.2,19.04,18.78,0.71,1.86,74.56,6.33,3651999777.0,3247680436.0,-0.16,0.0,40.69,37.29,仪器仪表
4460,600052,东望时代,4.66,-0.21,-0.01,96305.0,44505238.0,3.85,4.74,4.56,4.64,4.67,0.54,1.14,31.66,1.31,3933947493.0,3933947493.0,0.22,0.43,24.93,-5.67,公用事业
4461,002640,跨境通,4.66,-0.21,-0.01,2186547.0,1013903696.66,8.78,4.85,4.44,4.62,4.67,0.78,15.32,-306.54,5.45,7260472598.0,6649344508.0,0.22,0.43,131.84,24.6,贸易行业
4462,600833,第一医药,13.87,-0.22,-0.03,82948.0,114467722.0,3.02,14.05,13.63,13.95,13.9,0.5,3.72,15.75,2.76,3094207633.0,3094207633.0,0.07,0.0,26.55,16.55,医药商业
4463,603176,汇通集团,4.61,-0.22,-0.01,57810.0,26472820.0,3.9,4.68,4.5,4.65,4.62,0.95,3.85,23.78,1.95,2151344671.0,691511341.0,0.0,0.44,9.76,-25.16,工程建设
4464,000676,智度股份,9.18,-0.22,-0.02,445081.0,405402621.69,3.15,9.27,8.98,9.2,9.2,0.87,3.52,56.11,2.95,11615354994.0,11601546236.0,-0.11,0.11,44.57,5.15,互联网服务
4465,688023,安恒信息,45.88,-0.22,-0.1,19074.0,87440028.0,3.28,46.75,45.24,46.57,45.98,0.73,1.87,-10.47,2.0,4692257528.0,4682767205.0,0.09,0.2,43.55,-46.21,软件开发
4466,002872,ST天圣,4.58,-0.22,-0.01,39628.0,18076244.5,3.7,4.64,4.47,4.6,4.59,0.79,1.84,-30.05,0.71,1456440000.0,984325054.0,-0.22,0.22,24.46,-10.72,医药商业
4467,300981,中红医疗,13.55,-0.22,-0.03,35768.0,48378461.35,3.39,13.83,13.37,13.65,13.58,0.69,1.0,77.67,0.94,5284605690.0,4843204616.0,0.0,-0.07,34.83,-12.69,医疗器械
4468,300534,陇神戎发,9.0,-0.22,-0.02,68035.0,61289794.5,2.77,9.15,8.9,9.08,9.02,0.75,2.25,82.67,4.22,2730105000.0,2718463392.0,-0.11,-0.11,21.62,-8.44,中药
4469,002570,贝因美,4.5,-0.22,-0.01,627867.0,279907976.46,3.99,4.55,4.37,4.5,4.51,0.7,5.81,50.77,3.15,4860194999.0,4859978999.0,-0.22,0.22,67.29,13.92,食品饮料
4470,603909,建发合诚,8.96,-0.22,-0.02,18348.0,16516932.0,4.12,9.19,8.82,8.94,8.98,0.79,0.7,27.65,2.24,2335631334.0,2335631334.0,0.0,-0.11,24.62,-20.57,工程咨询服务
4471,000011,深物业A,8.92,-0.22,-0.02,40776.0,36435634.0,1.45,9.0,8.87,9.0,8.94,0.63,0.77,1113.4,1.19,5316133501.0,4696161844.0,0.0,0.0,9.18,4.33,房地产开发
4472,300254,仟源医药,8.91,-0.22,-0.02,61579.0,54683701.35,2.8,9.01,8.76,8.9,8.93,0.66,2.74,37.58,3.41,2212518396.0,2004942411.0,0.0,0.0,14.67,-7.48,化学制药
4473,002950,奥美医疗,8.77,-0.23,-0.02,52590.0,46120550.6,2.28,8.89,8.69,8.81,8.79,0.62,1.16,15.71,1.67,5553737619.0,3963997983.0,0.11,0.23,20.14,-7.2,医疗器械
4474,002145,中核钛白,4.36,-0.23,-0.01,390203.0,169811269.52,2.75,4.42,4.3,4.36,4.37,0.89,1.02,28.28,1.41,16877674733.0,16622786958.0,0.0,0.0,25.29,-1.58,化学原料
4475,300179,四方达,12.94,-0.23,-0.03,783925.0,971198301.98,19.04,13.87,11.4,12.0,12.97,2.52,20.85,50.18,5.27,6287660260.0,4866052515.0,0.0,-0.38,94.29,48.56,通用设备
4476,301468,博盈特焊,21.52,-0.23,-0.05,10336.0,22230343.0,3.76,21.91,21.1,21.8,21.57,1.06,1.37,32.16,1.23,2840640000.0,1625750458.0,0.0,-0.09,5.8,-28.24,专用设备
4477,002476,宝莫股份,4.3,-0.23,-0.01,129002.0,55291044.0,3.48,4.37,4.22,4.31,4.31,0.94,2.11,84.46,2.94,2631600000.0,2631389085.0,0.23,0.23,19.11,-32.92,化学制品
4478,688509,正元地信,4.29,-0.23,-0.01,124664.0,53448967.0,4.65,4.4,4.2,4.37,4.3,0.61,3.24,-31.55,2.36,3303300000.0,1650758538.0,-0.23,0.0,43.0,-11.18,互联网服务
4479,603095,越剑智能,21.43,-0.23,-0.05,24492.0,52397440.0,5.4,22.07,20.91,21.52,21.48,0.44,1.33,41.1,1.63,3960264000.0,3960264000.0,-0.09,-0.33,51.13,36.76,专用设备
4480,300672,国科微,72.33,-0.23,-0.17,89724.0,642947621.38,4.26,73.5,70.41,72.51,72.5,0.65,4.27,168.22,3.86,15705784806.0,15196522946.0,0.0,-0.06,64.09,23.35,半导体
4481,600791,京能置业,4.19,-0.24,-0.01,106842.0,44786393.0,3.57,4.27,4.12,4.21,4.2,0.91,2.36,-13.95,2.77,1897567200.0,1895194386.0,-0.24,0.0,13.24,-13.79,房地产开发
4482,002830,名雕股份,12.49,-0.24,-0.03,23845.0,29752157.0,3.83,12.7,12.22,12.61,12.52,0.94,3.57,77.58,2.58,1665416600.0,834987725.0,-0.16,0.24,27.71,-14.74,装修装饰
4483,600371,万向德农,8.28,-0.24,-0.02,38926.0,32208949.0,2.29,8.38,8.19,8.31,8.3,0.5,1.33,35.1,4.23,2422545840.0,2422545840.0,0.0,0.0,23.95,-21.37,农牧饲渔
4484,000006,深振业Ａ,8.24,-0.24,-0.02,244494.0,201713469.17,4.0,8.46,8.13,8.27,8.26,0.66,1.81,-15.94,1.73,11123959179.0,11123896143.0,0.0,0.12,87.7,79.52,房地产开发
4485,300887,谱尼测试,8.2,-0.24,-0.02,135727.0,110733524.66,4.99,8.36,7.95,8.24,8.22,0.79,3.75,-14.33,1.4,4475218683.0,2969782381.0,-0.12,-0.24,25.38,-30.21,专业服务
4486,832982,锦波生物,208.5,-0.24,-0.51,1454.0,30158427.56,1.01,209.13,207.01,208.69,209.01,0.64,0.32,26.62,14.01,18454710300.0,9568290180.0,0.24,-0.03,25.7,4.66,生物制品
4487,300377,赢时胜,27.66,-0.25,-0.07,795535.0,2161682266.17,4.65,28.0,26.71,27.8,27.73,0.88,12.35,-1120.52,7.0,20774736713.0,17821033159.0,0.04,0.22,302.03,258.29,软件开发
4488,002644,佛慈制药,7.89,-0.25,-0.02,31716.0,25008847.5,2.02,7.98,7.82,7.91,7.91,0.65,0.62,77.34,2.28,4029083730.0,4029083730.0,0.0,0.0,13.04,-18.83,中药
4489,600641,万业企业,15.62,-0.26,-0.04,107634.0,168028560.0,3.26,15.89,15.38,15.73,15.66,0.83,1.16,-344.17,1.75,14536439350.0,14536439350.0,0.06,0.26,53.29,-9.24,房地产开发
4490,600491,龙元建设,3.84,-0.26,-0.01,151908.0,58393439.0,3.12,3.91,3.79,3.9,3.85,0.53,0.99,-13.93,0.56,5874270547.0,5874270547.0,0.0,0.0,45.45,-2.54,工程建设
4491,688310,迈得医疗,11.49,-0.26,-0.03,10593.0,12141251.0,3.13,11.67,11.31,11.6,11.52,0.6,0.64,187.74,2.25,1909864238.0,1909864238.0,0.0,0.0,17.73,-45.29,专用设备
4492,300203,聚光科技,15.31,-0.26,-0.04,80610.0,123091136.4,3.84,15.66,15.07,15.38,15.35,0.94,1.8,43.8,2.27,6870172656.0,6864522118.0,0.07,0.07,36.82,-3.41,环保行业
4493,002642,荣联科技,7.64,-0.26,-0.02,310149.0,236516958.0,6.01,7.93,7.47,7.72,7.66,0.77,4.69,361.83,4.39,5054473591.0,5047761561.0,0.13,0.39,25.66,-10.96,互联网服务
4494,300500,启迪设计,11.43,-0.26,-0.03,42710.0,49328113.69,5.15,11.9,11.31,11.8,11.46,0.88,2.55,-87.12,1.68,1988532753.0,1915644626.0,-0.09,0.18,14.99,-19.9,工程咨询服务
4495,603159,上海亚虹,15.17,-0.26,-0.04,24371.0,37038438.0,3.88,15.54,14.95,15.05,15.21,0.77,1.74,86.74,4.21,2123800000.0,2123800000.0,0.0,-0.07,60.87,-6.88,专用设备
4496,600993,马应龙,26.33,-0.27,-0.07,30392.0,79923516.0,1.21,26.48,26.16,26.38,26.4,0.68,0.71,18.61,2.84,11349648950.0,11329983731.0,0.0,0.19,17.34,10.72,中药
4497,688075,安旭生物,37.57,-0.27,-0.1,6356.0,23818081.0,1.88,37.96,37.25,37.95,37.67,1.18,0.5,26.37,0.93,4774500984.0,4774500984.0,0.19,0.24,17.04,-4.84,医疗器械
4498,002180,纳思达,29.8,-0.27,-0.08,525471.0,1574251752.11,8.53,31.37,28.82,30.52,29.88,1.74,3.85,29.42,4.06,42405082302.0,40684617118.0,-0.37,-0.37,16.86,31.68,计算机设备
4499,002800,天顺股份,10.89,-0.27,-0.03,128502.0,135774837.7,8.61,10.99,10.05,10.85,10.92,1.96,9.07,68.72,3.14,1658035900.0,1542613149.0,0.09,-0.37,11.58,-11.17,物流行业
4500,605188,国光连锁,7.22,-0.28,-0.02,54201.0,38906072.0,3.31,7.34,7.1,7.29,7.24,0.53,1.09,327.95,3.19,3578087600.0,3578087600.0,0.0,-0.14,12.64,-15.06,商业百货
4501,839729,永顺生物,7.18,-0.28,-0.02,8755.0,6264647.62,2.36,7.27,7.1,7.18,7.2,0.6,1.09,50.82,3.02,1962653000.0,577451794.0,0.0,0.0,47.13,-16.9,生物制品
4502,835438,戈碧迦,17.55,-0.28,-0.05,24991.0,43780538.84,6.36,18.08,16.96,17.99,17.6,0.63,3.15,31.69,2.66,2478937500.0,1393914717.0,0.0,-0.11,70.39,176.81,玻璃玻纤
4503,002810,山东赫达,13.98,-0.29,-0.04,83163.0,116227276.5,4.85,14.39,13.71,13.99,14.02,0.42,2.6,18.43,2.23,4866953149.0,4473631595.0,0.14,0.29,18.27,-33.4,化学制品
4504,600085,同仁堂,41.58,-0.29,-0.12,84675.0,351905643.0,2.06,42.12,41.26,41.7,41.7,0.79,0.62,31.68,4.39,57025733494.0,57025733494.0,-0.02,-0.02,28.41,-21.1,中药
4505,300489,光智科技,58.83,-0.29,-0.17,40710.0,237909726.0,3.19,59.4,57.52,59.01,59.0,0.77,2.97,-240.05,13.83,8099292883.0,8069354061.0,0.02,0.24,183.25,190.66,光学光电子
4506,600984,建设机械,3.46,-0.29,-0.01,185376.0,63972552.0,5.19,3.54,3.36,3.51,3.47,0.41,1.47,-5.2,0.94,4349371981.0,4349371981.0,0.0,0.29,45.38,-7.73,工程机械
4507,836547,无锡晶海,17.17,-0.29,-0.05,9484.0,16228658.9,4.7,17.58,16.77,17.22,17.22,0.79,3.96,26.21,2.05,1333902960.0,410845820.0,0.41,0.23,38.92,-32.24,化学制药
4508,601828,美凯龙,3.42,-0.29,-0.01,293317.0,99641619.0,2.62,3.44,3.35,3.42,3.43,0.53,0.81,-5.92,0.31,14893185742.0,12357988873.0,0.0,0.0,47.41,-11.63,商业百货
4509,300454,深信服,61.0,-0.29,-0.18,42798.0,259772451.87,2.68,61.74,60.1,61.18,61.18,0.99,1.55,-33.15,3.09,25618215384.0,16859315847.0,0.02,0.0,34.81,-15.56,软件开发
4510,603329,上海雅仕,13.43,-0.3,-0.04,26325.0,35366844.0,3.64,13.71,13.22,13.47,13.47,0.5,1.66,49.31,1.92,2132095699.0,2132095699.0,0.0,0.07,19.7,-15.21,物流行业
4511,300715,凯伦股份,6.7,-0.3,-0.02,31563.0,21135265.57,3.72,6.84,6.59,6.8,6.72,0.77,0.93,-60.16,1.13,2578894508.0,2284787596.0,0.15,0.45,8.94,-41.89,装修建材
4512,002935,天奥电子,16.69,-0.3,-0.05,73906.0,123155507.02,3.58,17.01,16.41,16.9,16.74,0.98,1.78,335.01,4.6,7120835633.0,6927866871.0,0.0,-0.12,27.31,10.31,通信设备
4513,300948,冠中生态,10.01,-0.3,-0.03,31240.0,31244407.0,3.88,10.24,9.85,10.07,10.04,0.83,2.39,-147.59,1.67,1401698518.0,1309361904.0,0.0,-0.1,7.98,-30.24,环保行业
4514,688419,耐科装备,33.0,-0.3,-0.1,13023.0,42622555.0,4.86,33.65,32.04,33.53,33.1,1.18,5.88,35.14,2.7,2706000000.0,731217069.0,0.06,0.09,48.31,-6.38,专用设备
4515,300637,扬帆新材,9.81,-0.3,-0.03,68034.0,66295746.6,5.79,10.09,9.52,9.78,9.84,0.83,2.9,-63.74,3.39,2302898775.0,2298573595.0,-0.1,0.0,12.37,-5.76,电子化学品
4516,689009,九号公司-WD,45.4,-0.31,-0.14,63818.0,290275279.0,1.41,45.85,45.21,45.43,45.54,0.7,1.17,25.18,5.38,32557271744.0,24806098918.0,-0.42,-0.26,7.97,54.53,交运设备
4517,002603,以岭药业,16.21,-0.31,-0.05,142384.0,230232438.8,1.72,16.35,16.07,16.2,16.26,0.95,1.03,36.61,2.35,27082134145.0,22309976784.0,0.06,0.06,6.93,-28.81,中药
4518,300902,国安达,22.51,-0.31,-0.07,43510.0,97151235.8,6.24,23.12,21.71,22.69,22.58,0.6,3.54,-405.31,4.89,4122153789.0,2766598776.0,0.45,0.09,43.74,-9.82,专用设备
4519,300854,中兰环保,12.82,-0.31,-0.04,28380.0,36579554.0,4.98,13.27,12.63,13.2,12.86,1.04,5.05,71.7,1.3,1295377670.0,720071042.0,-0.08,0.0,22.8,-26.07,环保行业
4520,002647,仁东控股,6.4,-0.31,-0.02,126754.0,81204697.0,3.89,6.58,6.33,6.43,6.42,0.72,2.26,-18.82,66.0,3583594560.0,3583594560.0,0.0,-0.16,34.74,-7.65,多元金融
4521,000965,天保基建,3.16,-0.32,-0.01,231595.0,73043214.0,2.52,3.2,3.12,3.15,3.17,0.73,2.09,2955.08,0.65,3507065628.0,3507065628.0,-0.32,0.0,7.48,1.61,房地产开发
4522,688622,禾信仪器,63.0,-0.32,-0.2,11615.0,72159275.0,5.11,63.83,60.6,63.18,63.2,0.63,1.66,-149.3,10.64,4409849178.0,4409849178.0,0.02,0.16,228.47,75.24,仪器仪表
4523,301136,招标股份,12.58,-0.32,-0.04,29201.0,36697983.0,4.04,12.84,12.33,12.65,12.62,0.76,2.81,-1359.3,2.38,3462076636.0,1306933936.0,-0.08,0.24,12.83,-0.4,工程咨询服务
4524,300838,浙江力诺,12.43,-0.32,-0.04,13991.0,17481076.0,4.81,12.85,12.25,12.53,12.47,0.62,1.37,53.9,1.7,1715066540.0,1269054834.0,-0.16,0.0,23.31,-22.84,仪器仪表
4525,300748,金力永磁,18.62,-0.32,-0.06,173064.0,323432834.7,2.57,18.97,18.49,18.69,18.68,0.87,1.53,95.42,3.72,25048307782.0,21111406181.0,0.0,0.11,75.33,-6.34,小金属
4526,600851,海欣股份,6.16,-0.32,-0.02,142226.0,87482228.0,2.75,6.24,6.07,6.2,6.18,0.37,1.93,40.21,1.7,7435469223.0,4547349638.0,0.0,0.33,22.22,-9.54,化学制药
4527,603213,镇洋发展,9.2,-0.33,-0.03,51706.0,47280810.0,3.14,9.31,9.02,9.18,9.23,0.36,1.19,20.09,2.22,4000173625.0,4000173625.0,0.0,0.44,20.26,-12.46,化学原料
4528,301169,零点有数,42.81,-0.33,-0.14,20094.0,85459298.0,5.36,44.0,41.7,43.29,42.95,0.7,2.8,-34.36,5.94,3076880390.0,3075917165.0,-0.02,-0.12,34.79,-18.74,专业服务
